x,z,w,y,x_5,zx_5,wx_5
2.256128,0,1,4.04341,-2.743872,0,-2.743872
2.261131,0,0,1.964539,-2.738869,0,0
2.266133,0,0,2.186655,-2.733867,0,0
2.271136,0,0,2.145949,-2.728864,0,0
2.276138,0,0,2.170897,-2.723862,0,0
2.281141,0,0,1.205274,-2.718859,0,0
2.286143,0,1,3.680251,-2.713857,0,-2.713857
2.291146,0,0,1.827984,-2.708854,0,0
2.296148,0,0,.8769257,-2.703852,0,0
2.301151,0,0,1.293567,-2.698849,0,0
2.306153,0,1,3.932117,-2.693847,0,-2.693847
2.311156,0,1,3.789796,-2.688844,0,-2.688844
2.316158,0,1,4.372041,-2.683842,0,-2.683842
2.321161,0,1,4.038301,-2.678839,0,-2.678839
2.326163,0,0,1.67472,-2.673837,0,0
2.331166,0,0,2.509583,-2.668834,0,0
2.336168,0,0,.1336137,-2.663832,0,0
2.341171,0,0,2.066403,-2.658829,0,0
2.346173,0,0,1.118404,-2.653827,0,0
2.351176,0,0,1.716936,-2.648824,0,0
2.356178,0,0,2.010395,-2.643822,0,0
2.361181,0,1,3.686779,-2.638819,0,-2.638819
2.366183,0,0,2.134565,-2.633817,0,0
2.371186,0,1,3.232781,-2.628814,0,-2.628814
2.376188,0,1,3.661491,-2.623812,0,-2.623812
2.381191,0,0,2.432692,-2.618809,0,0
2.386193,0,0,1.72896,-2.613807,0,0
2.391196,0,0,1.498422,-2.608804,0,0
2.396198,0,0,1.588531,-2.603802,0,0
2.401201,0,0,.6624523,-2.598799,0,0
2.406203,0,0,1.809128,-2.593797,0,0
2.411206,0,1,2.680771,-2.588794,0,-2.588794
2.416208,0,0,2.957624,-2.583792,0,0
2.421211,0,0,2.51445,-2.578789,0,0
2.426213,0,1,3.482679,-2.573787,0,-2.573787
2.431216,0,0,2.011444,-2.568784,0,0
2.436218,0,0,1.52818,-2.563782,0,0
2.441221,0,0,1.16301,-2.558779,0,0
2.446223,0,0,2.063844,-2.553777,0,0
2.451226,0,0,2.234156,-2.548774,0,0
2.456228,0,0,1.808552,-2.543772,0,0
2.461231,0,0,2.258204,-2.538769,0,0
2.466233,0,0,1.36831,-2.533767,0,0
2.471236,0,0,1.926097,-2.528764,0,0
2.476238,0,0,1.398322,-2.523762,0,0
2.481241,0,1,4.487007,-2.518759,0,-2.518759
2.486243,0,1,2.679605,-2.513757,0,-2.513757
2.491246,0,0,2.346216,-2.508754,0,0
2.496248,0,0,2.679039,-2.503752,0,0
2.501251,0,0,1.253652,-2.498749,0,0
2.506253,0,0,1.559979,-2.493747,0,0
2.511256,0,1,3.971923,-2.488744,0,-2.488744
2.516258,0,0,1.076301,-2.483742,0,0
2.521261,0,0,1.427667,-2.478739,0,0
2.526263,0,1,4.093231,-2.473737,0,-2.473737
2.531266,0,0,1.075626,-2.468734,0,0
2.536268,0,0,2.003773,-2.463732,0,0
2.541271,0,0,1.314643,-2.458729,0,0
2.546273,0,0,1.589867,-2.453727,0,0
2.551276,0,0,1.322139,-2.448724,0,0
2.556278,0,0,1.248624,-2.443722,0,0
2.561281,0,1,4.006668,-2.438719,0,-2.438719
2.566283,0,0,1.167192,-2.433717,0,0
2.571286,0,0,2.207151,-2.428714,0,0
2.576288,0,0,1.658097,-2.423712,0,0
2.581291,0,0,1.273586,-2.418709,0,0
2.586293,0,1,3.40124,-2.413707,0,-2.413707
2.591296,0,0,1.723697,-2.408704,0,0
2.596298,0,0,1.290397,-2.403702,0,0
2.601301,0,0,1.076984,-2.398699,0,0
2.606303,0,0,1.776796,-2.393697,0,0
2.611306,0,0,2.227213,-2.388694,0,0
2.616308,0,0,1.511412,-2.383692,0,0
2.621311,0,1,3.920983,-2.378689,0,-2.378689
2.626313,0,0,1.653281,-2.373687,0,0
2.631316,0,0,1.280707,-2.368684,0,0
2.636318,0,1,3.592083,-2.363682,0,-2.363682
2.641321,0,0,1.512602,-2.358679,0,0
2.646323,0,0,.4878657,-2.353677,0,0
2.651326,0,0,.9686634,-2.348674,0,0
2.656328,0,1,3.251435,-2.343672,0,-2.343672
2.661331,0,0,2.710133,-2.338669,0,0
2.666333,0,0,2.548109,-2.333667,0,0
2.671336,0,0,1.974985,-2.328664,0,0
2.676338,0,0,1.677702,-2.323662,0,0
2.681341,0,1,3.718991,-2.318659,0,-2.318659
2.686343,0,0,1.299518,-2.313657,0,0
2.691346,0,0,1.614807,-2.308654,0,0
2.696348,0,0,3.066488,-2.303652,0,0
2.701351,0,0,2.138014,-2.298649,0,0
2.706353,0,1,3.896296,-2.293647,0,-2.293647
2.711356,0,0,.3024985,-2.288644,0,0
2.716358,0,0,1.662768,-2.283642,0,0
2.721361,0,0,1.930584,-2.278639,0,0
2.726363,0,0,1.236904,-2.273637,0,0
2.731366,0,0,3.399495,-2.268634,0,0
2.736368,0,0,2.198511,-2.263632,0,0
2.741371,0,0,2.34461,-2.258629,0,0
2.746373,0,0,1.043815,-2.253627,0,0
2.751376,0,0,.8651834,-2.248624,0,0
2.756378,0,0,1.434075,-2.243622,0,0
2.761381,0,1,4.469253,-2.238619,0,-2.238619
2.766383,0,0,1.822479,-2.233617,0,0
2.771386,0,0,1.957226,-2.228614,0,0
2.776388,0,0,2.269049,-2.223612,0,0
2.781391,0,1,4.075499,-2.218609,0,-2.218609
2.786393,0,1,3.893127,-2.213607,0,-2.213607
2.791396,0,0,1.489691,-2.208604,0,0
2.796398,0,0,2.798518,-2.203602,0,0
2.801401,0,1,3.65395,-2.198599,0,-2.198599
2.806403,0,0,2.100042,-2.193597,0,0
2.811406,0,0,.7801153,-2.188594,0,0
2.816408,0,0,1.528648,-2.183592,0,0
2.821411,0,0,1.038659,-2.178589,0,0
2.826413,0,0,1.690532,-2.173587,0,0
2.831416,0,1,3.873175,-2.168584,0,-2.168584
