id,year,head80,age,educ,marr,exper,expersq,hours,wage,hushrs,faminc,ch0_2,ch3_5,ch6_17,children,inlf,nwifeinc,rwage,lrwage,y80,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,nwifeincb,ch0_2b,ch3_5b,ch6_17b,marrb
1,90,1,42,14,0,17.614,310.253,2000,10.5,0,21000,0,0,0,0,1,0,8.001829,2.07967,0,0,0,0,0,0,0,0,0,0,1,0,0,2.996251,0,0,1.307692,0
1,91,1,43,14,0,18.614,346.481,2370,7.38,0,28541,0,0,0,0,1,11.0504,5.396709,1.685789,0,0,0,0,0,0,0,0,0,0,0,1,0,2.996251,0,0,1.307692,0
1,92,1,44,14,0,19.614,384.709,2400,7.5,0,29770,0,0,0,0,1,11.77,5.324436,1.672307,0,0,0,0,0,0,0,0,0,0,0,0,1,2.996251,0,0,1.307692,0
2,80,0,38,17,1,10.462,109.4534,1557,11.24,2215,45250,0,1,1,2,1,27.74932,13.58636,2.609067,1,0,0,0,0,0,0,0,0,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,81,0,39,17,1,11.2405,126.3488,1790,11.73,2200,52300,0,0,2,2,1,31.3033,12.85198,2.553498,0,1,0,0,0,0,0,0,0,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,82,0,40,17,1,12.1355,147.2704,2035,10.32,2385,54800,0,0,2,2,1,33.7988,10.65125,2.365678,0,0,1,0,0,0,0,0,0,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,83,0,41,17,1,13.1355,172.5414,2090,12.92,2370,67500,0,0,2,2,1,40.4972,12.92,2.558777,0,0,0,1,0,0,0,0,0,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,84,0,42,17,1,14.1355,199.8124,2368,10.98,2200,70400,0,0,2,2,1,44.39936,10.52531,2.353782,0,0,0,0,1,0,0,0,0,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,85,0,43,17,1,15.1355,229.0834,2249,12.01,2640,82600,0,0,2,2,1,55.58951,11.11728,2.408501,0,0,0,0,0,1,0,0,0,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,86,0,44,17,1,16.1355,260.3544,1770,15.82,2475,75500,0,0,1,1,1,47.4986,14.37659,2.665601,0,0,0,0,0,0,1,0,0,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,87,0,45,17,1,17.0205,289.6974,1980,15.66,2270,79200,0,0,1,1,1,48.1932,13.72962,2.619555,0,0,0,0,0,0,0,1,0,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,88,0,46,17,1,18.0105,324.3781,2110,15.64,2868,88150,0,0,1,1,1,55.1496,13.1672,2.577729,0,0,0,0,0,0,0,0,1,0,0,0,0,47.45798,0,.0769231,1.384615,1
2,89,0,47,17,1,19.0105,361.3991,2598,12.32,2868,84500,0,0,1,1,1,52.49264,9.895582,2.292089,0,0,0,0,0,0,0,0,0,1,0,0,0,47.45798,0,.0769231,1.384615,1
2,90,0,48,17,1,20.0105,400.4201,1915,18.28,2660,91000,0,0,1,1,1,55.9938,13.9308,2.634102,0,0,0,0,0,0,0,0,0,0,1,0,0,47.45798,0,.0769231,1.384615,1
2,91,0,49,17,1,20.968,439.657,2304,15.63,2796,93500,0,0,1,1,1,57.48848,11.42962,2.436208,0,0,0,0,0,0,0,0,0,0,0,1,0,47.45798,0,.0769231,1.384615,1
2,92,0,50,17,1,21.968,482.593,2172,17.9558,2880,105800,0,0,1,1,1,66.8,12.74727,2.545317,0,0,0,0,0,0,0,0,0,0,0,0,1,47.45798,0,.0769231,1.384615,1
3,80,0,42,17,1,13.2675,176.0266,1765,5.38,1851,50000,0,0,1,1,1,40.5043,6.503082,1.872276,1,0,0,0,0,0,0,0,0,0,0,0,0,78.00265,0,0,.1538462,1
3,81,0,43,17,1,14.15,200.2225,1968,6.1,2304,55860,0,0,1,1,1,43.8552,6.683466,1.899637,0,1,0,0,0,0,0,0,0,0,0,0,0,78.00265,0,0,.1538462,1
3,82,0,44,17,1,15.134,229.0379,2381,6.3,1896,57100,0,0,0,0,1,42.0997,6.502219,1.872144,0,0,1,0,0,0,0,0,0,0,0,0,0,78.00265,0,0,.1538462,1
3,83,0,45,17,1,16.134,260.3059,3012,7.97,1880,75200,0,0,0,0,1,51.19436,7.97,2.075685,0,0,0,1,0,0,0,0,0,0,0,0,0,78.00265,0,0,.1538462,1
3,84,0,46,17,1,17.134,293.5739,2496,9.62,2186,84620,0,0,0,0,1,60.60848,9.221625,2.221551,0,0,0,0,1,0,0,0,0,0,0,0,0,78.00265,0,0,.1538462,1
3,85,0,47,17,1,18.134,328.8419,2629,9.89,2272,102225,0,0,0,0,1,76.22419,9.154864,2.214285,0,0,0,0,0,1,0,0,0,0,0,0,0,78.00265,0,0,.1538462,1
3,86,0,48,17,1,19.134,366.1099,2810,13.9,1828,141160,0,0,0,0,1,102.101,12.63177,2.536215,0,0,0,0,0,0,1,0,0,0,0,0,0,78.00265,0,0,.1538462,1
3,87,0,49,17,1,20.134,405.3779,2370,13.08,1884,111000,0,0,0,0,1,80.0004,11.46765,2.43953,0,0,0,0,0,0,0,1,0,0,0,0,0,78.00265,0,0,.1538462,1
3,88,0,50,17,1,21.134,446.6459,3006,8.65,2460,113899,0,0,0,0,1,87.8971,7.282371,1.985456,0,0,0,0,0,0,0,0,1,0,0,0,0,78.00265,0,0,.1538462,1
3,89,0,51,17,1,22.134,489.9139,2350,17.02,3390,129750,0,0,0,0,1,89.753,13.67068,2.615254,0,0,0,0,0,0,0,0,0,1,0,0,0,78.00265,0,0,.1538462,1
3,90,0,52,17,1,23.134,535.1819,3071,13.22,2510,173750,0,0,0,0,1,133.1514,10.07468,2.310026,0,0,0,0,0,0,0,0,0,0,1,0,0,78.00265,0,0,.1538462,1
3,91,0,53,17,1,24.134,582.4499,2590,19.53,2278,157228,0,0,0,0,1,106.6453,14.28154,2.658967,0,0,0,0,0,0,0,0,0,0,0,1,0,78.00265,0,0,.1538462,1
3,92,0,54,17,1,25.134,631.7179,2729,20.1539,3055,155000,0,0,0,0,1,100,14.30775,2.660802,0,0,0,0,0,0,0,0,0,0,0,0,1,78.00265,0,0,.1538462,1
4,80,0,18,12,1,0,0,0,,2496,10160,1,0,0,1,0,10.16,,,1,0,0,0,0,0,0,0,0,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,81,0,19,12,1,0,0,0,,2045,7200,1,0,0,1,0,7.2,,,0,1,0,0,0,0,0,0,0,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,82,0,20,12,1,0,0,0,,1560,8756,2,0,0,2,0,8.756,,,0,0,1,0,0,0,0,0,0,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,83,0,21,12,1,0,0,660,2.32,2120,8866,2,0,0,2,1,7.3348,2.32,.8415672,0,0,0,1,0,0,0,0,0,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,84,0,22,12,1,.33,.1089,2088,4.08,1926,18204,1,1,0,2,1,9.68496,3.911043,1.363804,0,0,0,0,1,0,0,0,0,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,85,0,23,8,1,1.33,1.7689,1960,5.1,2472,24000,0,2,0,2,1,14.004,4.720911,1.552002,0,0,0,0,0,1,0,0,0,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,86,0,24,8,1,2.31,5.3361,1676,6.56,2468,25120,1,2,0,3,1,14.12544,5.961469,1.785317,0,0,0,0,0,0,1,0,0,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,87,0,25,8,1,3.148,9.909904,1640,6.1,3370,28720,1,1,1,3,1,18.716,5.348063,1.676734,0,0,0,0,0,0,0,1,0,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,88,0,26,8,1,3.968,15.74502,160,6.25,3248,38314,1,0,2,3,1,37.314,5.261828,1.660479,0,0,0,0,0,0,0,0,1,0,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,89,0,27,8,1,4.048,16.3863,0,,2443,32000,0,1,2,3,0,32,,,0,0,0,0,0,0,0,0,0,1,0,0,0,19.66689,.7692308,.6923077,.9230769,1
4,90,0,28,8,1,4.048,16.3863,778,7.71,2124,36200,0,1,2,3,1,30.20162,5.875629,1.770813,0,0,0,0,0,0,0,0,0,0,1,0,0,19.66689,.7692308,.6923077,.9230769,1
4,91,0,29,8,1,4.437,19.68697,1240,4.03,1985,40870,0,1,2,3,1,35.8728,2.946984,1.080782,0,0,0,0,0,0,0,0,0,0,0,1,0,19.66689,.7692308,.6923077,.9230769,1
4,92,0,30,8,1,5.057,25.57325,260,15.38461,2010,34300,0,0,3,3,1,30.3,10.92192,2.390772,0,0,0,0,0,0,0,0,0,0,0,0,1,19.66689,.7692308,.6923077,.9230769,1
5,80,0,40,14,1,19.71,388.4841,1920,9.38,2450,69100,0,0,1,1,1,51.0904,11.33809,2.428168,1,0,0,0,0,0,0,0,0,0,0,0,0,123.9301,0,0,.3076923,1
5,81,0,41,14,1,20.67,427.2489,1560,7.69,2450,74500,0,0,1,1,1,62.5036,8.42555,2.131269,0,1,0,0,0,0,0,0,0,0,0,0,0,123.9301,0,0,.3076923,1
5,82,0,42,14,1,21.45,460.1025,0,,2700,73000,0,0,1,1,0,73,,,0,0,1,0,0,0,0,0,0,0,0,0,0,123.9301,0,0,.3076923,1
5,83,0,43,14,1,21.45,460.1025,0,,2352,82400,0,0,1,1,0,82.4,,,0,0,0,1,0,0,0,0,0,0,0,0,0,123.9301,0,0,.3076923,1
5,84,0,44,14,1,21.45,460.1025,0,,2450,91200,0,0,0,0,0,91.2,,,0,0,0,0,1,0,0,0,0,0,0,0,0,123.9301,0,0,.3076923,1
5,85,0,45,15,1,21.45,460.1025,0,,2205,85600,0,0,0,0,0,85.6,,,0,0,0,0,0,1,0,0,0,0,0,0,0,123.9301,0,0,.3076923,1
5,86,0,46,15,1,21.45,460.1025,0,,2500,112300,0,0,0,0,0,112.3,,,0,0,0,0,0,0,1,0,0,0,0,0,0,123.9301,0,0,.3076923,1
5,87,0,47,15,1,21.45,460.1025,0,,2880,139000,0,0,0,0,0,139,,,0,0,0,0,0,0,0,1,0,0,0,0,0,123.9301,0,0,.3076923,1
5,88,0,48,15,1,21.45,460.1025,720,4.17,2820,183000,0,0,0,0,1,179.9976,3.510692,1.255813,0,0,0,0,0,0,0,0,1,0,0,0,0,123.9301,0,0,.3076923,1
5,89,0,49,15,1,21.81,475.6761,497,8.58,2689,177263,0,0,0,0,1,172.9987,6.891566,1.930298,0,0,0,0,0,0,0,0,0,1,0,0,0,123.9301,0,0,.3076923,1
5,90,0,50,15,1,22.0585,486.5775,1194,4.19,2573,165000,0,0,0,0,1,159.9971,3.193111,1.160996,0,0,0,0,0,0,0,0,0,0,1,0,0,123.9301,0,0,.3076923,1
5,91,0,51,15,1,22.6555,513.2718,936,4.27,2640,151000,0,0,0,0,1,147.0033,3.122486,1.13863,0,0,0,0,0,0,0,0,0,0,0,1,0,123.9301,0,0,.3076923,1
5,92,0,52,15,1,23.1235,534.6964,288,6.944445,2940,256000,0,0,0,0,1,254,4.930033,1.595346,0,0,0,0,0,0,0,0,0,0,0,0,1,123.9301,0,0,.3076923,1
6,80,0,34,12,1,6,36,0,,2700,23328,1,0,1,2,0,23.328,,,1,0,0,0,0,0,0,0,0,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,81,0,35,12,1,6,36,0,,1877,29600,1,0,2,3,0,29.6,,,0,1,0,0,0,0,0,0,0,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,82,0,36,12,1,6,36,0,,2477,27000,0,1,2,3,0,27,,,0,0,1,0,0,0,0,0,0,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,83,0,37,12,1,6,36,0,,1960,37423,0,1,2,3,0,37.423,,,0,0,0,1,0,0,0,0,0,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,84,0,38,12,1,6,36,0,,2058,39892,0,1,2,3,0,39.892,,,0,0,0,0,1,0,0,0,0,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,85,0,39,13,1,6,36,0,,1928,40120,0,0,3,3,0,40.12,,,0,0,0,0,0,1,0,0,0,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,86,0,40,13,1,6,36,0,,1999,64451,0,0,2,2,0,64.451,,,0,0,0,0,0,0,1,0,0,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,87,0,41,13,1,6,36,75,3.76,2025,58581,0,0,2,2,1,58.299,3.296511,1.192865,0,0,0,0,0,0,0,1,0,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,88,0,42,13,1,6.0375,36.4514,675,2.99,1912,40560,0,0,2,2,1,38.54175,2.517259,.9231706,0,0,0,0,0,0,0,0,1,0,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,89,0,43,13,1,6.375,40.64063,700,1.71,2008,39680,0,0,2,2,1,38.483,1.373494,.3173579,0,0,0,0,0,0,0,0,0,1,0,0,0,39.01313,.1538462,.2307692,1.923077,1
6,90,0,44,13,1,6.725,45.22562,654,3.67,2103,45430,0,0,2,2,1,43.02982,2.79683,1.028486,0,0,0,0,0,0,0,0,0,0,1,0,0,39.01313,.1538462,.2307692,1.923077,1
6,91,0,45,13,1,7.052,49.73071,760,3.68,2144,46700,0,0,2,2,1,43.9032,2.691042,.9899285,0,0,0,0,0,0,0,0,0,0,0,1,0,39.01313,.1538462,.2307692,1.923077,1
6,92,0,46,13,1,7.432,55.23463,1092,2.472528,1668,25800,0,0,1,1,1,23.1,1.755309,.5626446,0,0,0,0,0,0,0,0,0,0,0,0,1,39.01313,.1538462,.2307692,1.923077,1
7,80,0,44,12,1,15.582,242.7987,1584,4.59,61,11513,0,0,1,1,1,4.24244,5.548169,1.713468,1,0,0,0,0,0,0,0,0,0,0,0,0,21.20597,0,0,.0769231,1
7,81,0,45,12,1,16.374,268.1079,1306,4.29,0,7375,0,0,0,0,1,1.77226,4.70034,1.547635,0,1,0,0,0,0,0,0,0,0,0,0,0,21.20597,0,0,.0769231,1
7,82,0,46,12,1,17.027,289.9187,880,7.13,800,14064,0,0,0,0,1,7.7896,7.35886,1.995905,0,0,1,0,0,0,0,0,0,0,0,0,0,21.20597,0,0,.0769231,1
7,83,0,47,12,1,17.467,305.0961,0,,2070,15700,0,0,0,0,0,15.7,,,0,0,0,1,0,0,0,0,0,0,0,0,0,21.20597,0,0,.0769231,1
7,84,0,48,12,1,17.467,305.0961,0,,2040,28042,0,0,0,0,0,28.042,,,0,0,0,0,1,0,0,0,0,0,0,0,0,21.20597,0,0,.0769231,1
7,85,0,49,12,1,17.467,305.0961,0,,1880,23390,0,0,0,0,0,23.39,,,0,0,0,0,0,1,0,0,0,0,0,0,0,21.20597,0,0,.0769231,1
7,86,0,50,12,1,17.467,305.0961,0,,1880,39330,0,0,0,0,0,39.33,,,0,0,0,0,0,0,1,0,0,0,0,0,0,21.20597,0,0,.0769231,1
7,87,0,51,12,1,17.467,305.0961,0,,1840,36017,0,0,0,0,0,36.017,,,0,0,0,0,0,0,0,1,0,0,0,0,0,21.20597,0,0,.0769231,1
7,88,0,52,12,1,17.467,305.0961,0,,2010,15706,0,0,0,0,0,15.706,,,0,0,0,0,0,0,0,0,1,0,0,0,0,21.20597,0,0,.0769231,1
7,89,0,53,12,1,17.467,305.0961,0,,1208,21750,0,0,0,0,0,21.75,,,0,0,0,0,0,0,0,0,0,1,0,0,0,21.20597,0,0,.0769231,1
7,90,0,54,12,1,17.467,305.0961,1500,4.33,2000,30200,0,0,0,0,1,23.705,3.299802,1.193862,0,0,0,0,0,0,0,0,0,0,1,0,0,21.20597,0,0,.0769231,1
7,91,0,55,12,1,18.217,331.8591,753,7.54,1470,26674,0,0,0,0,1,20.99638,5.513711,1.707238,0,0,0,0,0,0,0,0,0,0,0,1,0,21.20597,0,0,.0769231,1
7,92,0,56,12,1,18.5935,345.7183,1250,5.124,1750,43642,0,0,0,0,1,37.237,3.637655,1.291339,0,0,0,0,0,0,0,0,0,0,0,0,1,21.20597,0,0,.0769231,1
8,80,0,37,9,1,5,25,0,,2241,14257,1,0,3,4,0,14.257,,,1,0,0,0,0,0,0,0,0,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,81,0,38,9,1,5,25,0,,2124,14600,1,0,3,4,0,14.6,,,0,1,0,0,0,0,0,0,0,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,82,0,39,9,1,5,25,0,,304,7770,0,1,3,4,0,7.77,,,0,0,1,0,0,0,0,0,0,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,83,0,40,9,1,5,25,612,3.27,1080,10700,0,1,3,4,1,8.69876,3.27,1.18479,0,0,0,1,0,0,0,0,0,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,84,0,41,9,1,5.306,28.15364,1086,2.39,1656,17162,0,1,3,4,1,14.56646,2.291028,.8290005,0,0,0,0,1,0,0,0,0,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,85,0,42,9,1,5.849,34.21081,1284,4.28,1072,25860,0,0,3,3,1,20.36448,3.961863,1.376714,0,0,0,0,0,1,0,0,0,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,86,0,43,9,1,6.491001,42.13309,958,4.7,2072,50400,0,0,2,2,1,45.8974,4.271174,1.451889,0,0,0,0,0,0,1,0,0,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,87,0,44,9,1,6.970001,48.58091,1103,3.63,1720,33374,0,0,2,2,1,29.37011,3.182536,1.157678,0,0,0,0,0,0,0,1,0,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,88,0,45,9,1,7.521501,56.57297,1978,3.54,2000,26450,0,0,1,1,1,19.44788,2.9803,1.092024,0,0,0,0,0,0,0,0,1,0,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,89,0,46,9,1,8.510501,72.42863,1300,5.54,2000,27850,0,0,1,1,1,20.648,4.449799,1.492859,0,0,0,0,0,0,0,0,0,1,0,0,0,21.03092,.1538462,.2307692,2.076923,1
8,90,0,47,9,1,9.160501,83.91477,1664,4.59,2050,35452,0,0,1,1,1,27.81424,3.497942,1.252175,0,0,0,0,0,0,0,0,0,0,1,0,0,21.03092,.1538462,.2307692,2.076923,1
8,91,0,48,9,1,9.9925,99.85006,1332,6.76,1992,39000,0,0,1,1,1,29.99568,4.943327,1.598039,0,0,0,0,0,0,0,0,0,0,0,1,0,21.03092,.1538462,.2307692,2.076923,1
8,92,0,49,9,1,10.6585,113.6036,624,12.61539,0,27844,0,0,1,1,1,19.972,8.955974,2.192321,0,0,0,0,0,0,0,0,0,0,0,0,1,21.03092,.1538462,.2307692,2.076923,1
9,80,0,36,14,1,2,4,0,,2187,36000,1,0,1,2,0,36,,,1,0,0,0,0,0,0,0,0,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,81,0,37,14,1,2,4,0,,2415,42175,1,0,1,2,0,42.175,,,0,1,0,0,0,0,0,0,0,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,82,0,38,14,1,2,4,0,,2410,44600,1,0,1,2,0,44.6,,,0,0,1,0,0,0,0,0,0,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,83,0,39,14,1,2,4,0,,2195,49000,0,1,0,1,0,49,,,0,0,0,1,0,0,0,0,0,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,84,0,40,14,1,2,4,0,,2185,52630,0,1,0,1,0,52.63,,,0,0,0,0,1,0,0,0,0,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,85,0,41,14,1,2,4,0,,2390,57541,0,1,0,1,0,57.541,,,0,0,0,0,0,1,0,0,0,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,86,0,42,14,1,2,4,0,,2150,59000,0,0,1,1,0,59,,,0,0,0,0,0,0,1,0,0,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,87,0,43,14,1,2,4,0,,2088,63050,0,0,1,1,0,63.05,,,0,0,0,0,0,0,0,1,0,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,88,0,44,14,1,2,4,0,,2270,63900,0,0,1,1,0,63.9,,,0,0,0,0,0,0,0,0,1,0,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,89,0,45,14,1,2,4,0,,2275,66400,0,0,1,1,0,66.4,,,0,0,0,0,0,0,0,0,0,1,0,0,0,57.40738,.2307692,.2307692,.7692308,1
9,90,0,46,14,1,2,4,0,,2137,68500,0,0,1,1,0,68.5,,,0,0,0,0,0,0,0,0,0,0,1,0,0,57.40738,.2307692,.2307692,.7692308,1
9,91,0,47,14,1,2,4,0,,2083,70000,0,0,1,1,0,70,,,0,0,0,0,0,0,0,0,0,0,0,1,0,57.40738,.2307692,.2307692,.7692308,1
9,92,0,48,14,1,2,4,0,,2025,73500,0,0,1,1,0,73.5,,,0,0,0,0,0,0,0,0,0,0,0,0,1,57.40738,.2307692,.2307692,.7692308,1
10,80,0,37,12,1,18.518,342.9163,1519,3.95,1869,17000,0,0,1,1,1,10.99995,4.774568,1.563303,1,0,0,0,0,0,0,0,0,0,0,0,0,17.16346,0,0,.6153846,1
10,81,0,38,12,1,19.2775,371.622,1750,4.57,1912,21000,0,0,1,1,1,13.0025,5.007122,1.610861,0,1,0,0,0,0,0,0,0,0,0,0,0,17.16346,0,0,.6153846,1
10,82,0,39,12,1,20.1525,406.1233,1715,4.55,2016,21100,0,0,1,1,1,13.29675,4.696047,1.546721,0,0,1,0,0,0,0,0,0,0,0,0,0,17.16346,0,0,.6153846,1
10,83,0,40,12,1,21.01,441.4201,1875,4.69,2220,22130,0,0,1,1,1,13.33625,4.69,1.545433,0,0,0,1,0,0,0,0,0,0,0,0,0,17.16346,0,0,.6153846,1
10,84,0,41,12,1,21.9475,481.6928,1960,4.44,1672,26050,0,0,1,1,1,17.3476,4.256135,1.448362,0,0,0,0,1,0,0,0,0,0,0,0,0,17.16346,0,0,.6153846,1
10,85,0,42,12,1,22.9275,525.6702,1920,4.43,1988,25756,0,0,1,1,1,17.2504,4.100713,1.411161,0,0,0,0,0,1,0,0,0,0,0,0,0,17.16346,0,0,.6153846,1
10,86,0,43,12,1,23.8875,570.6126,1680,5.3,2016,26380,0,0,1,1,1,17.476,4.816431,1.572033,0,0,0,0,0,0,1,0,0,0,0,0,0,17.16346,0,0,.6153846,1
10,87,0,44,12,1,24.7275,611.4492,1720,4.88,2180,30939,0,0,1,1,1,22.5454,4.27845,1.453591,0,0,0,0,0,0,0,1,0,0,0,0,0,17.16346,0,0,.6153846,1
10,88,0,45,12,1,25.5875,654.7202,1810,4.81,1823,28793,0,0,0,0,1,20.0869,4.049503,1.398594,0,0,0,0,0,0,0,0,1,0,0,0,0,17.16346,0,0,.6153846,1
10,89,0,46,12,1,26.4925,701.8526,1960,3.06,2130,21388,0,0,0,0,1,15.3904,2.457831,.8992794,0,0,0,0,0,0,0,0,0,1,0,0,0,17.16346,0,0,.6153846,1
10,90,0,47,12,1,27.4725,754.7382,1650,4.61,1386,24470,0,0,0,0,1,16.8635,3.513184,1.256523,0,0,0,0,0,0,0,0,0,0,1,0,0,17.16346,0,0,.6153846,1
10,91,0,48,12,1,28.2975,800.7485,1659,5.3,2000,32262,0,0,0,0,1,23.4693,3.875686,1.354723,0,0,0,0,0,0,0,0,0,0,0,1,0,17.16346,0,0,.6153846,1
10,92,0,49,12,1,29.127,848.3822,1610,4.968944,1320,30060,0,0,0,0,1,22.06,3.527576,1.260611,0,0,0,0,0,0,0,0,0,0,0,0,1,17.16346,0,0,.6153846,1
11,80,0,46,12,1,8.834001,78.03957,1073,3.73,1939,45610,0,0,2,2,1,41.60771,4.508643,1.505996,1,0,0,0,0,0,0,0,0,0,0,0,0,55.42189,0,0,.6153846,1
11,81,0,47,12,1,9.370501,87.80628,765,3.66,1952,44950,0,0,2,2,1,42.1501,4.01008,1.388811,0,1,0,0,0,0,0,0,0,0,0,0,0,55.42189,0,0,.6153846,1
11,82,0,48,12,1,9.753,95.12102,1183,5.07,2004,49288,0,0,2,2,1,43.29019,5.232738,1.654935,0,0,1,0,0,0,0,0,0,0,0,0,0,55.42189,0,0,.6153846,1
11,83,0,49,12,1,10.3445,107.0087,1225,4.49,1947,53215,0,0,2,2,1,47.71475,4.49,1.501853,0,0,0,1,0,0,0,0,0,0,0,0,0,55.42189,0,0,.6153846,1
11,84,0,50,12,1,10.957,120.0559,963,5.19,1966,42916,0,0,0,0,1,37.91803,4.975077,1.604441,0,0,0,0,1,0,0,0,0,0,0,0,0,55.42189,0,0,.6153846,1
11,85,0,51,12,1,11.4385,130.8393,540,5.56,1394,41201,0,0,0,0,1,38.1986,5.146719,1.638359,0,0,0,0,0,1,0,0,0,0,0,0,0,55.42189,0,0,.6153846,1
11,86,0,52,12,1,11.7085,137.089,760,6.58,1936,76425,0,0,0,0,1,71.4242,5.979644,1.788361,0,0,0,0,0,0,1,0,0,0,0,0,0,55.42189,0,0,.6153846,1
11,87,0,53,12,1,12.0885,146.1319,925,8.65,1900,80500,0,0,0,0,1,72.49875,7.583727,2.026005,0,0,0,0,0,0,0,1,0,0,0,0,0,55.42189,0,0,.6153846,1
11,88,0,54,12,1,12.551,157.5276,1680,7.14,1921,87607,0,0,0,0,1,75.61179,6.011113,1.79361,0,0,0,0,0,0,0,0,1,0,0,0,0,55.42189,0,0,.6153846,1
