cusip,merger,employ,return,patents,patentsg,stckpr,rnd,rndeflt,rndstck,sales,sic,year,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,lrnd,lsales,lpat,rnd_1,rnd_2,rnd_3,rnd_4,rnd_5,lrnd_1,lrnd_2,lrnd_3,lrnd_4,lrnd_5,clpat,clrnd,clrnd_1,clrnd_2,clrnd_3,clrnd_4,clrnd_5,clsales,lrnd_6,lrnd_7,lrnd_8,lrnd_9
4626,0,4.912,4.924643,7,6,17,.8553243,.8553243,4.587112,96.00098,3540,72,1,0,0,0,0,0,0,0,0,0,.6180595,4.564358,2.079442,,,,,,,,,,,,,,,,,,,,,,
4626,0,5.554,6.688058,7,10,12.5,1.260654,1.184826,5.064014,127.851,3540,73,0,1,0,0,0,0,0,0,0,0,.8156543,4.850865,2.079442,.8553243,,,,,.6180595,,,,,0,.1975948,,,,,,.2865071,,,,
4626,0,7.200,4.71583,5,6,7.375,1.447251,1.236967,6.113853,169.4419,3540,74,0,0,1,0,0,0,0,0,0,0,.8949655,5.13251,1.791759,1.260654,.8553243,,,,.8156543,.6180595,,,,-.2876821,.0793111,.1975948,,,,,.2816448,,,,
4626,0,6.488,6.210568,3,10,7.875,1.490463,1.159894,7.300117,231.49,3540,75,0,0,0,1,0,0,0,0,0,0,.9124687,5.444537,1.386294,1.447251,1.260654,.8553243,,,.8949655,.8156543,.6180595,,,-.4054651,.0175033,.0793111,.1975948,,,,.3120265,,,,
4626,0,5.449,4.683786,3,2,9.5,1.82347,1.339803,8.14827,194.089,3540,76,0,0,0,0,1,0,0,0,0,0,1.037967,5.268317,1.386294,1.490463,1.447251,1.260654,.8553243,,.9124687,.8949655,.8156543,.6180595,,0,.1254979,.0175033,.0793111,.1975948,,,-.1762199,,,,
4626,0,5.568,4.797885,3,4,12.625,2.145533,1.470551,9.3843,218.1919,3540,77,0,0,0,0,0,1,0,0,0,0,1.145983,5.385375,1.386294,1.82347,1.490463,1.447251,1.260654,.8553243,1.037967,.9124687,.8949655,.8156543,.6180595,0,.1080166,.1254979,.0175033,.0793111,.1975948,,.1170583,,,,
4626,0,5.728,6.96134,0,3,18.75,2.43672,1.54909,10.90851,289.5088,3540,78,0,0,0,0,0,0,1,0,0,0,1.234517,5.668186,0,2.145533,1.82347,1.490463,1.447251,1.260654,1.145983,1.037967,.9124687,.8949655,.8156543,-1.386294,.0885342,.1080166,.1254979,.0175033,.0793111,.1975948,.2828107,.6180595,,,
4626,0,6.073,7.503933,9,3,26.125,2.944307,1.713799,12.7877,344.46,3540,79,0,0,0,0,0,0,0,1,0,0,1.372273,5.841978,2.302585,2.43672,2.145533,1.82347,1.490463,1.447251,1.234517,1.145983,1.037967,.9124687,.8949655,2.302585,.1377559,.0885342,.1080166,.1254979,.0175033,.0793111,.1737924,.8156543,.6180595,,
4626,0,6.493,6.237185,5,1,25.5,3.653276,1.953624,15.04641,405.2361,3540,80,0,0,0,0,0,0,0,0,1,0,1.537572,6.00447,1.791759,2.944307,2.43672,2.145533,1.82347,1.490463,1.372273,1.234517,1.145983,1.037967,.9124687,-.5108256,.1652982,.1377559,.0885342,.1080166,.1254979,.0175033,.1624918,.8949655,.8156543,.6180595,
4626,0,5.716,5.200955,0,7,21.125,3.564919,1.773592,17.66028,400.7439,3540,81,0,0,0,0,0,0,0,0,0,1,1.518401,5.993322,0,3.653276,2.944307,2.43672,2.145533,1.82347,1.537572,1.372273,1.234517,1.145983,1.037967,-1.791759,-.0191709,.1652982,.1377559,.0885342,.1080166,.1254979,-.0111475,.9124687,.8949655,.8156543,.6180595
4671,0,0.390,23.73759,6,1,14,.186849,.186849,.878253,15.55099,3429,72,1,0,0,0,0,0,0,0,0,0,.1713019,2.744125,1.94591,,,,,,,,,,,,,,,,,,,,,,
4671,0,0.327,19.16673,2,1,4.249996,.2032664,.1910398,.9941659,17.614,3429,73,0,1,0,0,0,0,0,0,0,0,.1850398,2.868694,1.098612,.186849,,,,,.1713019,,,,,-.8472978,.0137379,,,,,,.1245694,,,,
4671,0,0.274,8.81589,1,6,2.499998,.1439232,.1230113,1.151681,15.727,3429,74,0,0,1,0,0,0,0,0,0,0,.1344637,2.755379,.6931472,.2032664,.186849,,,,.1850398,.1713019,,,,-.4054651,-.0505761,.0137379,,,,,-.1133153,,,,
4671,0,0.301,9.861332,1,2,5.499996,.1470451,.114432,1.233729,15.488,3429,75,0,0,0,1,0,0,0,0,0,0,.1371892,2.740066,.6931472,.1439232,.2032664,.186849,,,.1344637,.1850398,.1713019,,,0,.0027255,-.0505761,.0137379,,,,-.0153131,,,,
4671,0,0.305,14.27274,1,0,8.249992,.1839477,.1351563,1.266068,20.70798,3429,76,0,0,0,0,1,0,0,0,0,0,.1688543,3.030519,.6931472,.1470451,.1439232,.2032664,.186849,,.1371892,.1344637,.1850398,.1713019,,0,.0316651,.0027255,-.0505761,.0137379,,,.2904534,,,,
4671,0,0.610,13.56877,0,1,7.374996,.4002781,.2743509,1.351455,30.825,3429,77,0,0,0,0,0,1,0,0,0,0,.3366708,3.428326,0,.1839477,.1470451,.1439232,.2032664,.186849,.1688543,.1371892,.1344637,.1850398,.1713019,-.6931472,.1678165,.0316651,.0027255,-.0505761,.0137379,,.3978069,,,,
4671,0,0.590,14.90036,1,1,9,.5799279,.3686764,1.669362,40.79898,3429,78,0,0,0,0,0,0,1,0,0,0,.4573792,3.708657,.6931472,.4002781,.1839477,.1470451,.1439232,.2032664,.3366708,.1688543,.1371892,.1344637,.1850398,.6931472,.1207084,.1678165,.0316651,.0027255,-.0505761,.0137379,.2803311,.1713019,,,
4671,0,0.725,14.69794,1,0,9,.7368298,.4288881,2.18301,47.37299,3429,79,0,0,0,0,0,0,0,1,0,0,.5520615,3.858052,.6931472,.5799279,.4002781,.1839477,.1470451,.1439232,.4573792,.3366708,.1688543,.1371892,.1344637,0,.0946823,.1207084,.1678165,.0316651,.0027255,-.0505761,.1493952,.1850398,.1713019,,
4671,0,0.528,6.118136,1,1,5.749996,.8459954,.4524038,2.823748,44.32797,3429,80,0,0,0,0,0,0,0,0,1,0,.6130186,3.791616,.6931472,.7368298,.5799279,.4002781,.1839477,.1470451,.5520615,.4573792,.3366708,.1688543,.1371892,0,.0609571,.0946823,.1207084,.1678165,.0316651,.0027255,-.0664363,.1344637,.1850398,.1713019,
4671,0,0.526,8.556688,0,1,5.749996,.8827367,.4391723,3.486704,51.745,3429,81,0,0,0,0,0,0,0,0,0,1,.6327264,3.946328,0,.8459954,.7368298,.5799279,.4002781,.1839477,.6130186,.5520615,.4573792,.3366708,.1688543,-.6931472,.0197077,.0609571,.0946823,.1207084,.1678165,.0316651,.1547117,.1371892,.1344637,.1850398,.1713019
7500,0,0.770,4.432979,0,0,3.5,0,0,,16.12198,3728,72,1,0,0,0,0,0,0,0,0,0,0,2.780184,0,,,,,,,,,,,,,,,,,,,,,,
7500,0,1.000,8.701163,0,0,3.25,0,0,,22.896,3728,73,0,1,0,0,0,0,0,0,0,0,0,3.130962,0,0,,,,,0,,,,,0,0,,,,,,.3507786,,,,
7500,0,0.903,-2.41282,0,0,.875,0,0,,24.75101,3728,74,0,0,1,0,0,0,0,0,0,0,0,3.208866,0,0,0,,,,0,0,,,,0,0,0,,,,,.077904,,,,
7500,0,0.342,5.292064,0,0,1.875,0,0,,18.771,3728,75,0,0,0,1,0,0,0,0,0,0,0,2.932313,0,0,0,0,,,0,0,0,,,0,0,0,0,,,,-.2765532,,,,
7500,0,0.749,7.582909,4,0,4,0,0,,26.547,3728,76,0,0,0,0,1,0,0,0,0,0,0,3.278917,1.609438,0,0,0,0,,0,0,0,0,,1.609438,0,0,0,0,,,.3466036,,,,
7500,0,0.625,12.8942,2,3,2.5,0,0,,39.17297,3728,77,0,0,0,0,0,1,0,0,0,0,0,3.667987,1.098612,0,0,0,0,0,0,0,0,0,0,-.5108256,0,0,0,0,0,,.3890705,,,,
7500,0,0.700,.4805442,1,2,2.125,0,0,,35.15298,3728,78,0,0,0,0,0,0,1,0,0,0,0,3.55971,.6931472,0,0,0,0,0,0,0,0,0,0,-.4054651,0,0,0,0,0,0,-.1082776,0,,,
7500,0,0.584,1.954767,1,1,4,0,0,,25.64101,3728,79,0,0,0,0,0,0,0,1,0,0,0,3.244193,.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3155167,0,0,,
7500,0,0.409,8.333677,0,1,7,0,0,,27.16199,3728,80,0,0,0,0,0,0,0,0,1,0,0,3.301818,0,0,0,0,0,0,0,0,0,0,0,-.6931472,0,0,0,0,0,0,.0576255,0,0,0,
7500,0,0.343,4.163286,0,1,3.375,.6877956,.3421869,,23.69298,3728,81,0,0,0,0,0,0,0,0,0,1,.5234233,3.165179,0,0,0,0,0,0,0,0,0,0,0,0,.5234233,0,0,0,0,0,-.1366396,0,0,0,0
7603,0,1.151,9.592122,1,0,1.499998,.0019992,.0019992,.5435538,38.35898,3000,72,1,0,0,0,0,0,0,0,0,0,.0019972,3.646989,.6931472,,,,,,,,,,,,,,,,,,,,,,
7603,0,1.185,8.373624,0,1,.7499995,.0531691,.0499709,.4942386,42.86298,3000,73,0,1,0,0,0,0,0,0,0,0,.0518038,3.758008,0,.0019992,,,,,.0019972,,,,,-.6931472,.0498066,,,,,,.1110198,,,,
7603,0,1.322,7.806569,1,0,.625,.073964,.063217,.519948,54.68799,3000,74,0,0,1,0,0,0,0,0,0,0,.0713565,4.001644,.6931472,.0531691,.0019992,,,,.0518038,.0019972,,,,.6931472,.0195527,.0498066,,,,,.2436357,,,,
7603,0,1.265,8.145613,0,1,1.124998,.1020325,.0794027,.566865,61.49399,3000,75,0,0,0,1,0,0,0,0,0,0,.0971562,4.118939,0,.073964,.0531691,.0019992,,,.0713565,.0518038,.0019972,,,-.6931472,.0257998,.0195527,.0498066,,,,.1172953,,,,
7603,0,1.580,7.423365,1,0,1.374998,.0839742,.0617004,.6182113,77.43097,3000,76,0,0,0,0,1,0,0,0,0,0,.0806341,4.349387,.6931472,.1020325,.073964,.0531691,.0019992,,.0971562,.0713565,.0518038,.0019972,,.6931472,-.0165221,.0257998,.0195527,.0498066,,,.2304473,,,,
7603,0,1.539,10.04815,0,0,1.874998,.0070056,.0048016,.6536613,96.38696,3000,77,0,0,0,0,0,1,0,0,0,0,.0069812,4.568371,0,.0839742,.1020325,.073964,.0531691,.0019992,.0806341,.0971562,.0713565,.0518038,.0019972,-.6931472,-.073653,-.0165221,.0257998,.0195527,.0498066,,.2189841,,,,
7603,0,1.943,8.580404,0,1,1.749998,0,0,,116.116,3000,78,0,0,0,0,0,0,1,0,0,0,0,4.75459,0,.0070056,.0839742,.1020325,.073964,.0531691,.0069812,.0806341,.0971562,.0713565,.0518038,0,-.0069812,-.073653,-.0165221,.0257998,.0195527,.0498066,.1862187,.0019972,,,
7603,0,,6.117871,0,0,1.625,0,0,,136.6279,3000,79,0,0,0,0,0,0,0,1,0,0,0,4.917262,0,0,.0070056,.0839742,.1020325,.073964,0,.0069812,.0806341,.0971562,.0713565,0,0,-.0069812,-.073653,-.0165221,.0257998,.0195527,.162672,.0518038,.0019972,,
7603,0,1.700,5.509848,1,0,1.874998,0,0,,146.9629,3000,80,0,0,0,0,0,0,0,0,1,0,0,4.99018,.6931472,0,0,.0070056,.0839742,.1020325,0,0,.0069812,.0806341,.0971562,.6931472,0,0,-.0069812,-.073653,-.0165221,.0257998,.0729184,.0713565,.0518038,.0019972,
7603,0,2.100,8.443618,0,0,2.499998,0,0,,168.3669,3000,81,0,0,0,0,0,0,0,0,0,1,0,5.126146,0,0,0,0,.0070056,.0839742,0,0,0,.0069812,.0806341,-.6931472,0,0,0,-.0069812,-.073653,-.0165221,.1359658,.0971562,.0713565,.0518038,.0019972
20753,0,0.287,10.44464,3,3,3.375,0,0,,5.422997,3662,72,1,0,0,0,0,0,0,0,0,0,0,1.690649,1.386294,,,,,,,,,,,,,,,,,,,,,,
20753,0,0.300,15.0125,0,2,1.75,.1742305,.1637504,,5.747997,3662,73,0,1,0,0,0,0,0,0,0,0,.160613,1.748852,0,0,,,,,0,,,,,-1.386294,.160613,,,,,,.058203,,,,
20753,0,0.310,.2873253,0,3,.6869998,.1119457,.0956802,1.024072,7.800999,3662,74,0,0,1,0,0,0,0,0,0,0,.1061114,2.054252,0,.1742305,0,,,,.160613,0,,,,0,-.0545016,.160613,,,,,.3054001,,,,
20753,0,0.325,6.549173,2,1,1,.0730238,.0568279,1.07937,7.837997,3662,75,0,0,0,1,0,0,0,0,0,0,.0704806,2.058983,1.098612,.1119457,.1742305,0,,,.1061114,.160613,0,,,1.098612,-.0356308,-.0545016,.160613,,,,.0047317,,,,
20753,0,0.360,8.643824,5,1,2.25,.3139105,.230647,1.048749,10.077,3662,76,0,0,0,0,1,0,0,0,0,0,.2730078,2.310255,1.791759,.0730238,.1119457,.1742305,0,,.0704806,.1061114,.160613,0,,.6931472,.2025271,-.0356308,-.0545016,.160613,,,.251272,,,,
20753,0,0.460,11.89131,2,4,4.375,.4513052,.309325,1.292796,12.171,3662,77,0,0,0,0,0,1,0,0,0,0,.3724633,2.499056,1.098612,.3139105,.0730238,.1119457,.1742305,0,.2730078,.0704806,.1061114,.160613,0,-.6931472,.0994555,.2025271,-.0356308,-.0545016,.160613,,.1888006,,,,
20753,0,0.525,12.91548,2,2,6.75,.5869236,.3731239,1.670599,16.37398,3662,78,0,0,0,0,0,0,1,0,0,0,.4617973,2.795693,1.098612,.4513052,.3139105,.0730238,.1119457,.1742305,.3724633,.2730078,.0704806,.1061114,.160613,0,.089334,.0994555,.2025271,-.0356308,-.0545016,.160613,.2966375,0,,,
20753,0,0.610,11.06526,1,1,12.3333,1.544628,.8990855,2.19182,21.799,3662,79,0,0,0,0,0,0,0,1,0,0,.9339845,3.081864,.6931472,.5869236,.4513052,.3139105,.0730238,.1119457,.4617973,.3724633,.2730078,.0704806,.1061114,-.4054651,.4721872,.089334,.0994555,.2025271,-.0356308,-.0545016,.2861705,.160613,0,,
20753,0,0.780,9.718352,1,3,26.625,2.314728,1.237823,3.711805,29.57898,3662,80,0,0,0,0,0,0,0,0,1,0,1.198375,3.387064,.6931472,1.544628,.5869236,.4513052,.3139105,.0730238,.9339845,.4617973,.3724633,.2730078,.0704806,0,.2643909,.4721872,.089334,.0994555,.2025271,-.0356308,.3052001,.1061114,.160613,0,
20753,0,1.013,5.696476,1,0,28,3.215998,1.599998,5.874943,45.37097,3662,81,0,0,0,0,0,0,0,0,0,1,1.438886,3.814873,.6931472,2.314728,1.544628,.5869236,.4513052,.3139105,1.198375,.9339845,.4617973,.3724633,.2730078,0,.2405108,.2643909,.4721872,.089334,.0994555,.2025271,.4278085,.0704806,.1061114,.160613,0
21367,0,0.190,8.185637,3,1,4.75,.1298956,.1298956,1.398467,6.130997,2048,72,1,0,0,0,0,0,0,0,0,0,.1221252,1.813357,1.386294,,,,,,,,,,,,,,,,,,,,,,
21367,0,0.330,9.983224,3,1,3.375,.3634782,.341615,1.404481,10.33299,2048,73,0,1,0,0,0,0,0,0,0,0,.3100389,2.335342,1.386294,.1298956,,,,,.1221252,,,,,0,.1879137,,,,,,.5219846,,,,
21367,0,0.330,7.201475,0,2,.875,.2128909,.1819581,1.710825,11.312,2048,74,0,0,1,0,0,0,0,0,0,0,.1930066,2.425864,0,.3634782,.1298956,,,,.3100389,.1221252,,,,-1.386294,-.1170323,.1879137,,,,,.0905218,,,,
21367,0,0.300,8.974314,1,4,1.625,.1770576,.1377881,1.831777,12.51199,2048,75,0,0,0,1,0,0,0,0,0,0,.1630178,2.526688,.6931472,.2128909,.3634782,.1298956,,,.1930066,.3100389,.1221252,,,.6931472,-.0299889,-.1170323,.1879137,,,,.1008239,,,,
21367,0,0.330,12.44099,1,2,2.25,.1269625,.0932863,1.836041,13.63599,2048,76,0,0,0,0,1,0,0,0,0,0,.119526,2.612713,.6931472,.1770576,.2128909,.3634782,.1298956,,.1630178,.1930066,.3100389,.1221252,,0,-.0434918,-.0299889,-.1170323,.1879137,,,.0860252,,,,
21367,0,0.500,7.207143,0,0,2.25,.1971366,.1351177,1.809987,28.96799,2048,77,0,0,0,0,0,1,0,0,0,0,.1799326,3.366191,0,.1269625,.1770576,.2128909,.3634782,.1298956,.119526,.1630178,.1930066,.3100389,.1221252,-.6931472,.0604066,-.0434918,-.0299889,-.1170323,.1879137,,.7534785,,,,
21367,0,0.500,8.728659,0,1,3.625,.3939514,.2504458,1.870515,44.16296,2048,78,0,0,0,0,0,0,1,0,0,0,.3321425,3.787887,0,.1971366,.1269625,.1770576,.2128909,.3634782,.1799326,.119526,.1630178,.1930066,.3100389,0,.1522099,.0604066,-.0434918,-.0299889,-.1170323,.1879137,.4216952,.1221252,,,
21367,0,0.500,6.47245,0,0,4,.4019077,.2339393,2.166643,47.24799,2048,79,0,0,0,0,0,0,0,1,0,0,.3378339,3.85541,0,.3939514,.1971366,.1269625,.1770576,.2128909,.3321425,.1799326,.119526,.1630178,.1930066,0,.0056915,.1522099,.0604066,-.0434918,-.0299889,-.1170323,.0675235,.3100389,.1221252,,
21367,0,0.440,6.297803,0,0,4.375,.7138424,.3817339,2.443781,51.27798,2048,80,0,0,0,0,0,0,0,0,1,0,.5387378,3.937262,0,.4019077,.3939514,.1971366,.1269625,.1770576,.3378339,.3321425,.1799326,.119526,.1630178,0,.2009039,.0056915,.1522099,.0604066,-.0434918,-.0299889,.0818515,.1930066,.3100389,.1221252,
21367,0,0.400,6.964624,0,0,5.25,.5408387,.269074,2.997801,49.306,2048,81,0,0,0,0,0,0,0,0,0,1,.4323269,3.898046,0,.7138424,.4019077,.3939514,.1971366,.1269625,.5387378,.3378339,.3321425,.1799326,.119526,0,-.106411,.2009039,.0056915,.1522099,.0604066,-.0434918,-.0392158,.1630178,.1930066,.3100389,.1221252
23519,0,7.200,8.286315,13,9,24.49997,3.829943,3.829943,23.50014,186.9319,3000,72,1,0,0,0,0,0,0,0,0,0,1.574835,5.230744,2.639057,,,,,,,,,,,,,,,,,,,,,,
23519,0,7.500,6.421036,12,8,17.24997,4.701206,4.418427,25.35558,222.823,3000,73,0,1,0,0,0,0,0,0,0,0,1.740678,5.406378,2.564949,3.829943,,,,,1.574835,,,,,-.0741081,.1658431,,,,,,.1756334,,,,
23519,0,6.100,4.634243,17,11,13.125,5.318291,4.545547,28.84256,235.012,3000,74,0,0,1,0,0,0,0,0,0,0,1.843449,5.459636,2.890372,4.701206,3.829943,,,,1.740678,1.574835,,,,.3254225,.102771,.1658431,,,,,.0532584,,,,
23519,0,6.500,5.819952,15,21,16.24997,5.319687,4.139832,32.77994,196.8569,3000,75,0,0,0,1,0,0,0,0,0,0,1.84367,5.282477,2.772589,5.318291,4.701206,3.829943,,,1.843449,1.740678,1.574835,,,-.1177831,.0002209,.102771,.1658431,,,,-.1771588,,,,
23519,0,6.400,5.966368,21,12,18.37497,5.607338,4.12001,35.13516,250.37,3000,76,0,0,0,0,1,0,0,0,0,0,1.888181,5.52294,3.091043,5.319687,5.318291,4.701206,3.829943,,1.84367,1.843449,1.740678,1.574835,,.3184538,.0445112,.0002209,.102771,.1658431,,,.2404623,,,,
23519,0,6.800,6.063166,24,17,22,6.845676,4.692036,38.04428,280.1348,3000,77,0,0,0,0,0,1,0,0,0,0,2.059963,5.635271,3.218876,5.607338,5.319687,5.318291,4.701206,3.829943,1.888181,1.84367,1.843449,1.740678,1.574835,.1278334,.1717817,.0445112,.0002209,.102771,.1658431,,.1123309,,,,
23519,0,7.000,5.461377,34,26,17.24997,7.511719,4.77541,42.22861,307.636,3000,78,0,0,0,0,0,0,1,0,0,0,2.141444,5.728917,3.555348,6.845676,5.607338,5.319687,5.318291,4.701206,2.059963,1.888181,1.84367,1.843449,1.740678,.3364723,.0814815,.1717817,.0445112,.0002209,.102771,.1658431,.0936465,1.574835,,,
23519,0,6.600,4.599124,4,18,23.87497,8.250343,4.802296,47.40469,336.522,3000,79,0,0,0,0,0,0,0,1,0,0,2.224661,5.818664,1.609438,7.511719,6.845676,5.607338,5.319687,5.318291,2.141444,2.059963,1.888181,1.84367,1.843449,-1.94591,.0832167,.0814815,.1717817,.0445112,.0002209,.102771,.0897465,1.740678,1.574835,,
23519,0,5.350,3.736657,5,29,20.12497,8.085464,4.323776,52.87637,326.3787,3000,80,0,0,0,0,0,0,0,0,1,0,2.206676,5.788058,1.791759,8.250343,7.511719,6.845676,5.607338,5.319687,2.224661,2.141444,2.059963,1.888181,1.84367,.1823215,-.0179849,.0832167,.0814815,.1717817,.0445112,.0002209,-.0306053,1.843449,1.740678,1.574835,
23519,0,5.160,3.9756,1,6,17,8.604477,4.280834,56.95844,319.9978,3000,81,0,0,0,0,0,0,0,0,0,1,2.262229,5.768314,.6931472,8.085464,8.250343,7.511719,6.845676,5.607338,2.206676,2.224661,2.141444,2.059963,1.888181,-1.098612,.0555537,-.0179849,.0832167,.0814815,.1717817,.0445112,-.0197439,1.84367,1.843449,1.740678,1.574835
29069,0,0.580,3.536379,1,1,4.5,.0749414,.0749414,.447516,12.641,3558,72,1,0,0,0,0,0,0,0,0,0,.0722661,2.536945,.6931472,,,,,,,,,,,,,,,,,,,,,,
29069,0,0.570,5.07783,2,1,2.125,.0770994,.0724618,.4849808,14.869,3558,73,0,1,0,0,0,0,0,0,0,0,.0742717,2.699278,1.098612,.0749414,,,,,.0722661,,,,,.4054651,.0020055,,,,,,.1623328,,,,
29069,0,0.565,7.55502,0,1,2.625,.0749666,.064074,.5375938,19.30399,3558,74,0,0,1,0,0,0,0,0,0,0,.0722896,2.960312,0,.0770994,.0749414,,,,.0742717,.0722661,,,,-1.098612,-.0019821,.0020055,,,,,.2610335,,,,
29069,0,0.524,10.71218,0,2,4.875,.0400125,.0311382,.5844412,20.286,3558,75,0,0,0,1,0,0,0,0,0,0,.0392328,3.009931,0,.0749666,.0770994,.0749414,,,.0722896,.0742717,.0722661,,,0,-.0330568,-.0019821,.0020055,,,,.0496192,,,,
29069,0,0.546,11.40101,3,1,8.375,.191944,.1410315,.5683603,20.57399,3558,76,0,0,0,0,1,0,0,0,0,0,.1755856,3.024028,1.386294,.0400125,.0749666,.0770994,.0749414,,.0392328,.0722896,.0742717,.0722661,,1.386294,.1363528,-.0330568,-.0019821,.0020055,,,.0140967,,,,
29069,0,0.622,12.07505,0,0,10.25,.1040693,.0713292,.7240162,22.44199,3558,77,0,0,0,0,0,1,0,0,0,0,.0990027,3.110934,0,.191944,.0400125,.0749666,.0770994,.0749414,.1755856,.0392328,.0722896,.0742717,.0722661,-1.386294,-.0765829,.1363528,-.0330568,-.0019821,.0020055,,.086906,,,,
29069,0,0.650,9.871853,0,0,8.5,.1129866,.0718287,.7753868,22.44298,3558,78,0,0,0,0,0,0,1,0,0,0,.107047,3.110978,0,.1040693,.191944,.0400125,.0749666,.0770994,.0990027,.1755856,.0392328,.0722896,.0742717,0,.0080443,-.0765829,.1363528,-.0330568,-.0019821,.0020055,.0000443,.0722661,,,
29069,0,0.770,11.20505,1,1,9.25,.164966,.0960221,.843194,29.05199,3558,79,0,0,0,0,0,0,0,1,0,0,.1526919,3.369087,.6931472,.1129866,.1040693,.191944,.0400125,.0749666,.107047,.0990027,.1755856,.0392328,.0722896,.6931472,.0456449,.0080443,-.0765829,.1363528,-.0330568,-.0019821,.2581091,.0742717,.0722661,,
29069,0,0.840,13.06399,0,1,12.625,.1661714,.0888617,.9603639,33.30701,3558,80,0,0,0,0,0,0,0,0,1,0,.1537261,3.505768,0,.164966,.1129866,.1040693,.191944,.0400125,.1526919,.107047,.0990027,.1755856,.0392328,-.6931472,.0010342,.0456449,.0080443,-.0765829,.1363528,-.0330568,.1366808,.0722896,.0742717,.0722661,
29069,0,0.645,16.58696,1,0,12.125,.1648145,.0819973,1.055244,36.46201,3558,81,0,0,0,0,0,0,0,0,0,1,.1525618,3.596271,.6931472,.1661714,.164966,.1129866,.1040693,.191944,.1537261,.1526919,.107047,.0990027,.1755856,.6931472,-.0011643,.0010342,.0456449,.0080443,-.0765829,.1363528,.090503,.0392328,.0722896,.0742717,.0722661
