id,year,choice,wage,educ,expwc,expbc,expser,manuf,black,lwage,y81,y82,y83,y84,y85,y86,y87,enroll,employ,attrit,exper,expersq,status
23,83,2,,14,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
23,84,5,4341.51,14,0,0,0,0,1,8.375978,0,0,0,1,0,0,0,0,1,0,0,0,2
23,85,1,,14,0,0,1,0,1,,0,0,0,0,1,0,0,1,0,0,1,1,0
23,86,3,11779.29,15,0,0,1,0,1,9.374098,0,0,0,0,0,1,0,0,1,0,1,1,2
23,87,1,,15,1,0,1,0,1,,0,0,0,0,0,0,1,1,0,0,2,4,0
24,81,2,,10,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
24,82,4,9357.8,10,0,0,0,0,1,9.143966,0,1,0,0,0,0,0,0,1,0,0,0,2
24,83,5,10550.42,10,0,1,0,0,1,9.263921,0,0,1,0,0,0,0,0,1,0,1,1,2
24,84,5,12644.5,10,0,1,1,0,1,9.444978,0,0,0,1,0,0,0,0,1,0,2,4,2
24,85,5,14635.52,10,0,1,2,0,1,9.591207,0,0,0,0,1,0,0,0,1,0,3,9,2
24,86,3,11344.88,10,0,1,3,0,1,9.336522,0,0,0,0,0,1,0,0,1,0,4,16,2
24,87,3,13591.16,10,1,1,3,0,1,9.517175,0,0,0,0,0,0,1,0,1,0,5,25,2
25,81,2,,11,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
25,82,2,,11,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
25,83,2,,11,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
25,84,2,,11,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,1
25,85,2,,11,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,1
25,86,2,,11,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,1
25,87,4,14130.27,11,0,0,0,0,1,9.556074,0,0,0,0,0,0,1,0,1,0,0,0,2
26,81,1,,10,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0
26,82,1,,11,0,0,0,0,1,,0,1,0,0,0,0,0,1,0,0,0,0,0
26,83,5,8247.67,12,0,0,0,0,1,9.017686,0,0,1,0,0,0,0,0,1,0,0,0,2
26,84,5,8858.44,12,0,0,1,0,1,9.089126,0,0,0,1,0,0,0,0,1,0,1,1,2
26,85,5,5797.42,12,0,0,2,0,1,8.665168,0,0,0,0,1,0,0,0,1,0,2,4,2
26,86,2,,12,0,0,3,0,1,,0,0,0,0,0,1,0,0,0,0,3,9,1
26,87,5,10120.25,12,0,0,3,0,1,9.222294,0,0,0,0,0,0,1,0,1,0,3,9,2
27,81,4,19056.48,12,0,2,0,1,1,9.855163,1,0,0,0,0,0,0,0,1,0,2,4,2
27,82,4,18595.4,12,0,3,0,1,1,9.830669,0,1,0,0,0,0,0,0,1,0,3,9,2
27,83,2,,12,0,4,0,0,1,,0,0,1,0,0,0,0,0,0,0,4,16,1
27,84,4,,12,0,4,0,0,1,,0,0,0,1,0,0,0,0,1,0,4,16,2
27,85,2,,12,0,5,0,0,1,,0,0,0,0,1,0,0,0,0,0,5,25,1
27,86,2,,12,0,5,0,0,1,,0,0,0,0,0,1,0,0,0,0,5,25,1
27,87,4,16895.41,12,0,5,0,0,1,9.734797,0,0,0,0,0,0,1,0,1,0,5,25,2
28,81,5,7995.23,12,0,0,0,0,1,8.9866,1,0,0,0,0,0,0,0,1,0,0,0,2
28,82,5,7870.53,12,0,0,1,0,1,8.970881,0,1,0,0,0,0,0,0,1,0,1,1,2
28,83,3,15730.02,12,0,0,2,0,1,9.663326,0,0,1,0,0,0,0,0,1,0,2,4,2
28,84,3,15527.02,12,1,0,2,0,1,9.650337,0,0,0,1,0,0,0,0,1,0,3,9,2
28,85,3,7799.57,12,2,0,2,0,1,8.961823,0,0,0,0,1,0,0,0,1,0,4,16,2
28,86,2,,12,3,0,2,0,1,,0,0,0,0,0,1,0,0,0,0,5,25,1
28,87,3,12354.29,12,3,0,2,0,1,9.421759,0,0,0,0,0,0,1,0,1,0,5,25,2
29,81,1,,10,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0
29,82,1,,11,0,0,0,0,1,,0,1,0,0,0,0,0,1,0,0,0,0,0
29,83,1,,12,0,0,0,0,1,,0,0,1,0,0,0,0,1,0,0,0,0,0
29,84,1,,13,0,0,0,0,1,,0,0,0,1,0,0,0,1,0,0,0,0,0
29,85,4,10686.22,14,0,0,0,1,1,9.276711,0,0,0,0,1,0,0,0,1,0,0,0,2
29,86,4,10735.26,14,0,1,0,1,1,9.281289,0,0,0,0,0,1,0,0,1,0,1,1,2
29,87,4,10470.49,14,0,2,0,1,1,9.256316,0,0,0,0,0,0,1,0,1,0,2,4,2
32,81,1,,10,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0
32,82,1,,11,0,0,0,0,1,,0,1,0,0,0,0,0,1,0,0,0,0,0
32,83,2,,12,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
32,84,2,,12,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,1
32,85,2,,12,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,1
32,86,2,,12,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,1
32,87,2,,12,0,0,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,1
35,81,2,,11,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
35,82,2,,11,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
35,83,2,,11,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
35,84,2,,11,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,1
35,85,2,,11,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,1
35,86,2,,11,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,1
35,87,3,,11,0,0,0,0,1,,0,0,0,0,0,0,1,0,1,0,0,0,2
36,81,2,,9,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
36,82,2,,9,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
36,83,2,,9,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
36,84,2,,9,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,1
36,85,5,5229.52,9,0,0,0,0,1,8.562075,0,0,0,0,1,0,0,0,1,0,0,0,2
36,86,5,7427.98,9,0,0,1,0,1,8.91301,0,0,0,0,0,1,0,0,1,0,1,1,2
36,87,5,12967.18,9,0,0,2,0,1,9.470177,0,0,0,0,0,0,1,0,1,0,2,4,2
37,81,1,,10,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0
37,82,2,,11,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
37,83,2,,11,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
37,84,2,,11,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,1
37,85,5,7424.13,11,0,0,0,0,1,8.912491,0,0,0,0,1,0,0,0,1,0,0,0,2
37,86,2,,11,0,0,1,0,1,,0,0,0,0,0,1,0,0,0,0,1,1,1
37,87,4,5847.59,11,0,0,1,0,1,8.673785,0,0,0,0,0,0,1,0,1,0,1,1,2
39,81,1,,11,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0
39,82,3,5916.09,12,0,0,0,0,1,8.685431,0,1,0,0,0,0,0,0,1,0,0,0,2
39,83,3,7135.33,12,1,0,0,0,1,8.872814,0,0,1,0,0,0,0,0,1,0,1,1,2
39,84,3,7532.46,12,2,0,0,0,1,8.926977,0,0,0,1,0,0,0,0,1,0,2,4,2
39,85,4,8846.48,12,3,0,0,0,1,9.087775,0,0,0,0,1,0,0,0,1,0,3,9,2
39,86,5,13250,12,3,1,0,0,1,9.491753,0,0,0,0,0,1,0,0,1,0,4,16,2
39,87,5,11652.5,12,3,1,1,0,1,9.363276,0,0,0,0,0,0,1,0,1,0,5,25,2
40,81,2,,12,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
40,82,4,12629.97,12,0,0,0,0,1,9.443828,0,1,0,0,0,0,0,0,1,0,0,0,2
40,83,4,16430.87,12,0,1,0,0,1,9.706917,0,0,1,0,0,0,0,0,1,0,1,1,2
40,84,4,17644.24,12,0,2,0,0,1,9.778165,0,0,0,1,0,0,0,0,1,0,2,4,2
40,85,4,17583.84,12,0,3,0,0,1,9.774735,0,0,0,0,1,0,0,0,1,0,3,9,2
40,86,4,22234.6,12,0,4,0,1,1,10.00941,0,0,0,0,0,1,0,0,1,0,4,16,2
40,87,3,15833.61,12,0,5,0,0,1,9.66989,0,0,0,0,0,0,1,0,1,0,5,25,2
41,81,4,12584.59,9,0,1,0,0,1,9.440228,1,0,0,0,0,0,0,0,1,0,1,1,2
41,82,2,,9,0,2,0,0,1,,0,1,0,0,0,0,0,0,0,0,2,4,1
41,83,5,1769.41,9,0,2,0,0,1,7.478402,0,0,1,0,0,0,0,0,1,0,2,4,2
41,84,2,,9,0,2,1,0,1,,0,0,0,1,0,0,0,0,0,0,3,9,1
41,85,4,10228.31,9,0,2,1,0,1,9.232915,0,0,0,0,1,0,0,0,1,0,3,9,2
41,86,5,13685.09,9,0,3,1,0,1,9.524062,0,0,0,0,0,1,0,0,1,0,4,16,2
41,87,4,10724.73,9,0,3,2,0,1,9.280308,0,0,0,0,0,0,1,0,1,0,5,25,2
42,81,2,,10,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
42,82,2,,10,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
42,83,2,,10,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
42,84,2,,10,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,1
42,85,2,,10,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,1
42,86,2,,10,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,1
42,87,2,,10,0,0,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,1
43,81,2,,13,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
43,82,2,,13,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
43,83,4,17493.45,13,0,0,0,0,1,9.769582,0,0,1,0,0,0,0,0,1,0,0,0,2
43,84,2,,13,0,1,0,0,1,,0,0,0,1,0,0,0,0,0,0,1,1,1
43,85,4,,13,0,1,0,1,1,,0,0,0,0,1,0,0,0,1,0,1,1,2
43,86,2,,13,0,2,0,0,1,,0,0,0,0,0,1,0,0,0,0,2,4,1
43,87,2,,13,0,2,0,0,1,,0,0,0,0,0,0,1,0,0,0,2,4,1
45,81,1,,13,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0
45,82,1,,14,0,0,0,0,1,,0,1,0,0,0,0,0,1,0,0,0,0,0
45,83,3,12549.32,15,0,0,0,0,1,9.437422,0,0,1,0,0,0,0,0,1,0,0,0,2
45,84,3,14781.01,15,1,0,0,0,1,9.601098,0,0,0,1,0,0,0,0,1,0,1,1,2
45,85,3,15219.09,15,2,0,0,0,1,9.630306,0,0,0,0,1,0,0,0,1,0,2,4,2
45,86,3,17050.75,15,3,0,0,0,1,9.74395,0,0,0,0,0,1,0,0,1,0,3,9,2
45,87,3,18700.04,15,4,0,0,0,1,9.836281,0,0,0,0,0,0,1,0,1,0,4,16,2
46,81,2,,9,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
46,82,2,,9,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
46,83,5,,9,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,2
46,84,2,,9,0,0,1,0,1,,0,0,0,1,0,0,0,0,0,0,1,1,1
46,85,2,,9,0,0,1,0,1,,0,0,0,0,1,0,0,0,0,0,1,1,1
46,86,2,,9,0,0,1,0,1,,0,0,0,0,0,1,0,0,0,0,1,1,1
46,87,2,,9,0,0,1,0,1,,0,0,0,0,0,0,1,0,0,0,1,1,1
47,81,2,,12,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
47,82,2,,12,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1
47,83,4,10260.61,12,0,0,0,0,1,9.236068,0,0,1,0,0,0,0,0,1,0,0,0,2
47,84,4,9253.87,12,0,1,0,0,1,9.132797,0,0,0,1,0,0,0,0,1,0,1,1,2
47,85,2,,12,0,2,0,0,1,,0,0,0,0,1,0,0,0,0,0,2,4,1
47,86,4,9601.31,12,0,2,0,0,1,9.169655,0,0,0,0,0,1,0,0,1,0,2,4,2
47,87,2,,12,0,3,0,0,1,,0,0,0,0,0,0,1,0,0,0,3,9,1
48,81,2,,11,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
48,82,5,5949.43,11,0,0,0,0,1,8.691051,0,1,0,0,0,0,0,0,1,0,0,0,2
48,83,4,9350.18,11,0,0,1,0,1,9.143151,0,0,1,0,0,0,0,0,1,0,1,1,2
48,84,4,8875.58,11,0,1,1,0,1,9.091059,0,0,0,1,0,0,0,0,1,0,2,4,2
48,85,5,,11,0,2,1,0,1,,0,0,0,0,1,0,0,0,1,0,3,9,2
48,86,2,,11,0,2,2,0,1,,0,0,0,0,0,1,0,0,0,0,4,16,1
48,87,4,16618.24,11,0,2,2,0,1,9.718256,0,0,0,0,0,0,1,0,1,0,4,16,2
